date,Q,P,PET,T
2005-11-28,0,16.39,7.68,21.6
2005-11-29,0,7.45,6.61,19.77
2005-11-30,0,0,8.85,19.27
2005-12-01,0,0.01,9.44,20.61
2005-12-02,0,0.03,9.7,22.16
2005-12-03,0,2.85,8.21,22.55
2005-12-04,0,2.2,8.1,22.78
2005-12-05,0,4.69,7.57,21.83
2005-12-06,0,0.01,10.22,22.75
2005-12-07,0,0,9.15,22.76
2005-12-08,0,0.89,9.21,23.52
2005-12-09,0,0.08,9.12,23.33
2005-12-10,0,0,8.65,23.3
2005-12-11,0,0,12.13,25.8
2005-12-12,0,0.29,10.31,26.49
2005-12-13,0,0,10.33,25.86
2005-12-14,0,0.04,10.27,25.33
2005-12-15,0,0,10.91,25.07
2005-12-16,0,0,10.33,24.19
2005-12-17,0,0,10.84,23.71
2005-12-18,0,0,10.45,23.47
2005-12-19,0,0,9.54,21.98
2005-12-20,0,0,9.25,19.32
2005-12-21,0,0,9,19.73
2005-12-22,0,0,9.31,21.83
2005-12-23,0,0,9.95,23.57
2005-12-24,0,0,10.22,24.55
2005-12-25,0,0,9.77,24.46
2005-12-26,0,0.03,9.42,25.18
2005-12-27,0,1.24,8.94,25.59
2005-12-28,0,0,9.6,25.45
2005-12-29,0,0.01,8.54,24.86
2005-12-30,0,3.57,8.57,23.89
2005-12-31,0,4.8,8.25,22.43
2006-01-01,0,10.95,8.43,22.19
2006-01-02,0,9.71,7.04,21.77
2006-01-03,0,8.14,4.71,20.41
2006-01-04,0,22.81,5.21,20.12
2006-01-05,0,10.9,4.87,19.97
2006-01-06,0,7.58,4.13,18.51
2006-01-07,0,2.2,5.15,17.16
2006-01-08,0,1.35,5.16,18.61
2006-01-09,0,2.65,5.57,20.1
2006-01-10,0,2,7.2,19.75
2006-01-11,0,0.07,7.79,20.76
2006-01-12,0,0,7.94,21.29
2006-01-13,0,0.98,7.06,21.39
2006-01-14,0,16.67,6.33,20.83
2006-01-15,0,18.36,6.11,21.01
2006-01-16,0,7.92,6.83,21.28
2006-01-17,0,7.36,6.71,20.79
2006-01-18,0,23.53,5.62,20
2006-01-19,0,15.43,4.2,19.19
2006-01-20,0,4.83,5.4,19.51
2006-01-21,0,0.36,6.61,19.76
2006-01-22,0,0.12,7.45,19.63
2006-01-23,0,0.11,7.22,20.51
2006-01-24,0,0.85,5.72,21.57
2006-01-25,0,6.36,3.34,20.4
2006-01-26,0,11.4,6.33,20.33
2006-01-27,0,19.88,4.08,19.9
2006-01-28,0,17.37,4.03,19.89
2006-01-29,0,35.42,4.63,19.96
2006-01-30,0,2.76,6.23,20.74
2006-01-31,0,4.27,6.62,20.94
2006-02-01,0,4.12,6.98,20.35
2006-02-02,0,7.56,5.6,19.6
2006-02-03,0,17.82,5.04,19.62
2006-02-04,0,16.66,3.96,19.06
2006-02-05,0,16.51,4.69,19.3
2006-02-06,0,13.48,4.6,18.67
2006-02-07,0,5.04,5.54,18.72
2006-02-08,0,4.85,6.11,18.93
2006-02-09,0,26.12,5.21,19.02
2006-02-10,0,18.31,5.12,19.41
2006-02-11,0,0.08,6.81,20.71
2006-02-12,0,1.58,5.75,20.37
2006-02-13,0,0.15,6.6,20.87
2006-02-14,0,4.2,6.24,20.65
2006-02-15,0,10.99,5.85,20.59
2006-02-16,0,3.88,6.06,20.51
2006-02-17,0,0.86,6.88,20.94
2006-02-18,0,0.76,6.37,20.44
2006-02-19,0,6.53,5.59,19.7
2006-02-20,0,24.2,4.62,19.41
2006-02-21,0,25.45,4.71,19.99
2006-02-22,0,11.14,5.33,20.13
2006-02-23,0,20.82,3.63,19.17
2006-02-24,0,6.52,1.65,17.15
2006-02-25,0,2.15,4.46,17.51
2006-02-26,0,4.69,2.3,17.56
2006-02-27,0,21.66,3.58,17.64
2006-02-28,0,20.31,3.3,17.95
2006-03-01,0,2.74,4.98,18.05
2006-03-02,0,0.38,5.28,18.69
2006-03-03,0,0.29,5.56,18.87
2006-03-04,0,0.13,7.29,19.23
2006-03-05,0,0.44,6.81,18.34
2006-03-06,0,2.89,6.33,16.89
2006-03-07,0,9.85,5.74,16.84
2006-03-08,0,7.36,5.54,17.78
2006-03-09,0,2.67,5.22,18.57
2006-03-10,0,0.88,5.27,19.62
2006-03-11,0,2.57,5.66,19.5
2006-03-12,0,0.54,5.87,19.51
2006-03-13,0,0.13,6.91,18.86
2006-03-14,0,0.63,5.52,18.01
2006-03-15,0,0.85,5.3,18.66
2006-03-16,0,14.21,4.98,19.23
2006-03-17,0,11.3,4.25,19.25
2006-03-18,0,14.4,5.03,19.2
2006-03-19,0,6.78,3.53,18.5
2006-03-20,0,13.36,4.51,18.6
2006-03-21,0,15.3,3.26,17.69
2006-03-22,0,13.79,4.14,18.65
2006-03-23,0,8.76,4.55,18.57
2006-03-24,0,8.32,4.6,18.14
2006-03-25,0,2.2,4.61,17.84
2006-03-26,0,1.14,4.47,18.42
2006-03-27,0,1.62,4.38,18.49
2006-03-28,0,0,5.53,17.7
2006-03-29,0,0.04,5.48,17.94
2006-03-30,0,0.7,4.16,17
2006-03-31,0,0.99,5.12,18.2
2006-04-01,0,0.06,5.61,19.2
2006-04-02,0,0,6.77,18.7
2006-04-03,0,0,6.83,18.76
2006-04-04,0,0,6.49,18.56
2006-04-05,0,0,6.25,17.6
2006-04-06,0,0,5.33,18.14
2006-04-07,0,1.12,4.51,18.24
2006-04-08,0,6.17,4.61,18.15
2006-04-09,0,1.15,5.37,18.14
2006-04-10,0,1.05,5.67,18.03
2006-04-11,0,0.16,4.98,18.16
2006-04-12,0,1.38,4.49,17.86
2006-04-13,0,7.13,4.22,17.64
2006-04-14,0,4.66,4.13,17.39
2006-04-15,0,0.1,6.07,19.34
2006-04-16,0,2.06,5.28,18.2
2006-04-17,0,6.65,2.4,16.23
2006-04-18,0,14.79,3.36,16.43
2006-04-19,0,0.03,6.57,18.44
2006-04-20,0,2.28,6.6,17.36
2006-04-21,0,12.63,3.1,13.2
2006-04-22,0,0.01,4.37,10.59
2006-04-23,0,0.01,4.62,11.5
2006-04-24,0,0,4.91,13.72
2006-04-25,0,0.68,4.81,16.26
2006-04-26,0,0,5.36,17.05
2006-04-27,0,0,5.78,16.01
2006-04-28,0,0,5.16,15.62
2006-04-29,0,0.47,3.86,15.49
2006-04-30,0,0.59,4.31,15.31
2006-05-01,0,0.47,4.32,15.03
2006-05-02,0,0,5.37,15.31
2006-05-03,0,0,5.16,15.83
2006-05-04,0,0,4.85,14.81
2006-05-05,0,0,5.81,14.42
2006-05-06,0,0,4.74,14.5
2006-05-07,0,0,5.22,14.29
2006-05-08,0,0,5.05,15.77
2006-05-09,0,0,4.81,15.95
2006-05-10,0,0,4.84,14.93
2006-05-11,0,0,4.46,14.58
2006-05-12,0,0,4.84,15
2006-05-13,0,0.01,4.43,14.48
2006-05-14,0,0.71,4.23,13.79
2006-05-15,0,0,5.19,15.16
2006-05-16,0,0,4.86,14.55
2006-05-17,0,0,4.9,15.16
2006-05-18,0,0,4.58,13.97
2006-05-19,0,0.11,3.97,11.61
2006-05-20,0,0.9,4.42,9.16
2006-05-21,0,0,4.95,6.39
2006-05-22,0,0,4.65,8.04
2006-05-23,0,0,3.66,9.5
2006-05-24,0,0,4.61,10.39
2006-05-25,0,0,5.77,11.64
2006-05-26,0,0,4.9,12.9
2006-05-27,0,0,4.41,14.16
2006-05-28,0,0,3.45,13.85
2006-05-29,0,0,5.44,14.21
2006-05-30,0,0,5.71,15.31
2006-05-31,0,0,5.01,15.14
2006-06-01,0,0,4.15,13.99
2006-06-02,0,0,4.4,13.84
2006-06-03,0,0,5.72,12.83
2006-06-04,0,0,6.85,14.02
2006-06-05,0,0,6.2,13.76
2006-06-06,0,0,6.32,12.67
2006-06-07,0,0,5.37,13.05
2006-06-08,0,0,4.56,12.24
2006-06-09,0,0,4.95,12.06
2006-06-10,0,0,5.04,13.29
2006-06-11,0,0,5.44,13.85
2006-06-12,0,0,4.11,11.65
2006-06-13,0,0,3.68,11.63
2006-06-14,0,0,3.94,12.1
2006-06-15,0,0,4.92,13.55
2006-06-16,0,0,4.73,14.53
2006-06-17,0,0,4.16,14.93
2006-06-18,0,0,4.35,15.65
2006-06-19,0,0,5.1,14.63
2006-06-20,0,0,5.06,13.44
2006-06-21,0,0,3.89,12.14
2006-06-22,0,0,3.64,11.88
2006-06-23,0,0,5.13,10.83
2006-06-24,0,0,5.82,10.91
2006-06-25,0,0,5.97,11.94
2006-06-26,0,0,6.5,13.44
2006-06-27,0,0,5.48,12.61
2006-06-28,0,0,3.93,10.55
2006-06-29,0,0,4.72,10.5
2006-06-30,0,0,5.43,11.09
2006-07-01,0,0,5.26,11.36
2006-07-02,0,0,4.16,11.52
2006-07-03,0,0,3.95,12
2006-07-04,0,0,4.68,13
2006-07-05,0,0,4.83,13.79
2006-07-06,0,0,4.34,13.65
2006-07-07,0,0,5.11,14.72
2006-07-08,0,0,5.27,14.96
2006-07-09,0,0,5.13,14.68
2006-07-10,0,0,4.62,13.34
2006-07-11,0,0,5.62,12.46
2006-07-12,0,0,4.97,12.35
2006-07-13,0,0.01,5.02,11.81
2006-07-14,0,0,3.87,12.69
2006-07-15,0,0,4.68,13.53
2006-07-16,0,0,4.75,14.79
2006-07-17,0,0,5.06,14.6
2006-07-18,0,0,4.6,16.05
2006-07-19,0,0,5.01,16.2
2006-07-20,0,0,5.6,14.95
2006-07-21,0,0,4.51,12.56
2006-07-22,0,0,4.38,10.13
2006-07-23,0,0,5.3,11.18
2006-07-24,0,0,4.64,12.33
2006-07-25,0,0,4.95,12.98
2006-07-26,0,0,6.17,16.37
2006-07-27,0,0,6.88,17.2
2006-07-28,0,0,7.13,14.95
2006-07-29,0,0,6.41,13.05
2006-07-30,0,0,5.79,12.91
2006-07-31,0,0,6.04,12.62
2006-08-01,0,0.01,4.49,6.72
2006-08-02,0,0,4.41,7.77
2006-08-03,0,0,4.66,10.37
2006-08-04,0,0,4.73,12
2006-08-05,0,0,5.47,13.21
2006-08-06,0,0,4.77,14.8
2006-08-07,0,0,5.39,14.46
2006-08-08,0,0,4.61,15.4
2006-08-09,0,0,6.96,15.42
2006-08-10,0,0,6.67,15.67
2006-08-11,0,0,6.06,15.18
2006-08-12,0,0,5.41,15.43
2006-08-13,0,0,6.28,15.83
2006-08-14,0,0,5.81,14.04
2006-08-15,0,0,7.55,9.42
2006-08-16,0,0,6.99,11.93
2006-08-17,0,0,6.17,13.91
2006-08-18,0,0,5.48,14.44
2006-08-19,0,0,5.06,15.89
2006-08-20,0,0,6.2,16.62
2006-08-21,0,0,6.26,13.86
2006-08-22,0,0,5,10.47
2006-08-23,0,0,5.55,11.49
2006-08-24,0,0,4.8,12.64
2006-08-25,0,0,6.09,15.08
2006-08-26,0,0,6.51,15.87
2006-08-27,0,0,6.55,17.65
2006-08-28,0,0,7.51,18.56
2006-08-29,0,0,6.06,17.73
2006-08-30,0,0,8.82,17.26
2006-08-31,0,0,9.19,19.07
2006-09-01,0,0.09,7.26,17.71
2006-09-02,0,0.17,6.12,17.75
2006-09-03,0,0,6.9,18.73
2006-09-04,0,0,7.97,19.17
2006-09-05,0,0,8.29,18.9
2006-09-06,0,0,8.19,18.83
2006-09-07,0,2.44,8.18,17.89
2006-09-08,0,1.72,7.52,16.57
2006-09-09,0,0,7.62,17.87
2006-09-10,0,0,6.45,18.86
2006-09-11,0,0,7.03,19.92
2006-09-12,0,0,7.73,20.24
2006-09-13,0,0,7.08,20.52
2006-09-14,0,0,7.98,21.54
2006-09-15,0,0,7.35,21.12
2006-09-16,0,0,7.6,19.38
2006-09-17,0,0,7.1,16
2006-09-18,0,0,9.57,16.67
2006-09-19,0,0,8.74,17.91
2006-09-20,0,0,7.99,18.96
2006-09-21,0,0,9.17,20.63
2006-09-22,0,0,8.55,20.95
2006-09-23,0,0,8.5,20.55
2006-09-24,0,0,8.94,20.51
2006-09-25,0,0,8.04,20.38
2006-09-26,0,0,10.56,20.79
2006-09-27,0,0.02,9.63,21.84
2006-09-28,0,0,8.24,21.91
2006-09-29,0,0.09,6.76,21.44
2006-09-30,0,0.21,7.35,20.59
2006-10-01,0,0,7.3,19.17
2006-10-02,0,0,7.69,15.43
2006-10-03,0,0,6.8,13.32
2006-10-04,0,0,9.15,16.86
2006-10-05,0,0,10.41,20.36
2006-10-06,0,0,8.42,22.37
2006-10-07,0,1.6,7.67,20.45
2006-10-08,0,2.02,6.68,19.43
2006-10-09,0,0,8.44,19.37
2006-10-10,0,5.72,8.23,19.59
2006-10-11,0,2.15,7.06,19.69
2006-10-12,0,0.06,8.52,19.98
2006-10-13,0,0.02,7.91,20.38
2006-10-14,0,0.03,8.27,21.48
2006-10-15,0,0.48,7.98,21.37
2006-10-16,0,0.52,7.55,20.86
2006-10-17,0,0.33,7.07,21.6
2006-10-18,0,0.01,8.98,23.3
2006-10-19,0,0.02,8.64,24.13
2006-10-20,0,3.24,6.94,22.79
2006-10-21,0,2.03,6.66,21.86
2006-10-22,0,2.39,7.9,22.88
2006-10-23,0,0,9.2,23.98
2006-10-24,0,0.02,7.69,23.71
2006-10-25,0,0,10.05,23.79
2006-10-26,0,0.67,10.33,23.86
2006-10-27,0,0.65,9.95,24.46
2006-10-28,0,1.84,8.58,22.94
2006-10-29,0,3.44,7.26,21.94
2006-10-30,0,0,8.94,21.4
2006-10-31,0,0.41,7.83,21.26
2006-11-01,0,2.75,6.87,19.06
2006-11-02,0,0,8.64,16.76
2006-11-03,0,0,8.01,18.11
2006-11-04,0,0,9.6,20.86
2006-11-05,0,0,10.09,23.03
2006-11-06,0,0,12.09,24.63
2006-11-07,0,0.15,10.31,24.05
2006-11-08,0.22,1.53,9.08,22.19
2006-11-09,0,2.54,7.55,22.08
2006-11-10,0,0,9.14,23.74
2006-11-11,0,0,11.52,24.87
2006-11-12,0,0,10.26,23.25
2006-11-13,0,0,8.6,21.03
2006-11-14,0,0,8.98,21.52
2006-11-15,0,0,8.72,21.98
2006-11-16,0,3.34,7.39,22.1
2006-11-17,0,0.32,8.69,22.02
2006-11-18,0,0.31,8.82,23.26
2006-11-19,0,1.01,7.94,23.68
2006-11-20,0,6.1,6.97,22.6
2006-11-21,0,3.08,6.52,21.71
2006-11-22,0,1.57,6.3,20.62
2006-11-23,0,0.56,9.32,22.41
2006-11-24,0,0,9.93,23.46
2006-11-25,0,0.03,9.51,25.23
2006-11-26,0,0.03,9.16,25.68
2006-11-27,0,5.37,8.59,23.49
2006-11-28,0,0.05,9.08,24.36
2006-11-29,0,0.58,9.52,24.87
2006-11-30,0,4.93,8.25,23.25
2006-12-01,0,2.52,8.22,23.24
2006-12-02,0,0.78,9.09,23.17
2006-12-03,0,0,10.14,22.65
2006-12-04,0,0,10.65,22.91
2006-12-05,0,0,11.41,24.68
2006-12-06,0,0,9.43,24.34
2006-12-07,0,0.03,9.73,24.54
2006-12-08,0,0.5,9.08,23.89
2006-12-09,0,0,9.91,23.03
2006-12-10,0,0,11.07,23.11
2006-12-11,0,0,13.08,25.87
2006-12-12,0,0.01,10.73,26.1
2006-12-13,0,1.02,9.94,25.06
2006-12-14,0,0.18,11.46,25.96
2006-12-15,0,0,10.8,26.4
2006-12-16,0,0.01,9.8,25.7
2006-12-17,0,0,9.61,25.21
2006-12-18,0,0,9.8,25.87
2006-12-19,0,0,9.46,23.69
2006-12-20,0,0.12,7.92,22.1
2006-12-21,0,0.9,7.79,22.8
2006-12-22,0,19.04,5.14,20.93
2006-12-23,0,13.22,3.6,19.22
2006-12-24,0,12.98,5.16,20.58
2006-12-25,0,8.69,4.63,21.11
2006-12-26,0,17.03,5.7,20.85
2006-12-27,0,2.2,6.87,21.17
2006-12-28,0,20.34,5.25,20.22
2006-12-29,0,0.11,7.53,19.29
2006-12-30,0,0,8.93,18.4
2006-12-31,0,0,8.77,18.58
2007-01-01,0,0,9.08,19.85
2007-01-02,0,0,9.31,20.36
2007-01-03,0,0.01,7.94,21.94
2007-01-04,0,0,8.04,23.51
2007-01-05,0,0,9.54,25.18
2007-01-06,0,0,9.27,24.41
2007-01-07,0,0,12.78,25.48
2007-01-08,0,0,11.78,26.18
2007-01-09,0,0,11.12,26.57
2007-01-10,0,0,10.95,26.67
2007-01-11,0,0.04,9.88,25.74
2007-01-12,0,0.15,9.81,26.45
2007-01-13,0,0.01,10.09,26.57
2007-01-14,0,0.01,9.39,25.47
2007-01-15,0,0,9.93,23.96
2007-01-16,0,0,9.88,22.72
2007-01-17,0,0,10.18,23.08
2007-01-18,0,0,10.71,24.53
2007-01-19,0,0,12.96,27.52
2007-01-20,0,0,11.16,27.43
2007-01-21,0,0.16,10.94,26.67
2007-01-22,0,5.97,8.94,25.1
2007-01-23,0,0.6,10.66,25.45
2007-01-24,0,3.76,6.6,22.89
2007-01-25,0,21.22,6.38,20.59
2007-01-26,0,13.94,4.49,18.8
2007-01-27,0,28.7,5.03,20.3
2007-01-28,0,6.59,6.78,21.63
2007-01-29,0,14.88,6.67,21.27
2007-01-30,0,14.87,6.28,20.56
2007-01-31,0,9.68,6.33,20.54
2007-02-01,0.02,1.53,6.81,21.51
2007-02-02,0,0.08,6.95,22.05
2007-02-03,0,0,9.41,22.69
2007-02-04,0,0.03,9.06,22.61
2007-02-05,0,0.01,9.02,22.8
2007-02-06,0,0,9.38,22.79
2007-02-07,0,0,9.44,22.67
2007-02-08,0,0,8.96,22.48
2007-02-09,0,0.02,8.2,21.73
2007-02-10,0,0,8.56,18.5
2007-02-11,0,0,10.34,19.37
2007-02-12,0,0,10.07,21.57
2007-02-13,0,0,10.21,21.96
2007-02-14,0,0,9.96,22.27
2007-02-15,0,0,9.61,22.41
2007-02-16,0,0,10.98,23.53
2007-02-17,0,0,8.99,24.38
2007-02-18,0,4.28,8.42,22.9
2007-02-19,0,0.03,8.66,24.3
2007-02-20,0,0,9.51,25.35
2007-02-21,0,0,9.81,26.08
2007-02-22,0,0.04,9.44,25.69
2007-02-23,0,0.03,9.06,24.75
2007-02-24,0,0.24,8.25,23.63
2007-02-25,0,1.72,7.56,22.73
2007-02-26,0,0.61,7.87,23.97
2007-02-27,0,0.57,8.55,24.3
2007-02-28,0,0.03,8.71,24.11
2007-03-01,0,0,8.92,24.58
2007-03-02,0,0,9.05,24.83
2007-03-03,0,0.64,7.24,22.92
2007-03-04,0,0,8.81,21.32
2007-03-05,0,0.11,9.74,22.55
2007-03-06,0,19.73,7.15,22.25
2007-03-07,0,0,7.31,22.85
2007-03-08,0,1.48,6.99,21.44
2007-03-09,0,0.06,7.5,22.17
2007-03-10,0,0,9.29,22.89
2007-03-11,0,0,8.28,23.52
2007-03-12,0,1.19,7.79,23.24
2007-03-13,0,0,8.14,24.44
2007-03-14,0,1.25,8,24.29
2007-03-15,0,1.6,6.84,23.41
2007-03-16,0,0.95,7.12,23.07
2007-03-17,0,0.89,7.53,23.6
2007-03-18,0,1.78,5.7,20.9
2007-03-19,0,0.02,7.16,22.33
2007-03-20,0,0.39,8.14,22.85
2007-03-21,0,0.19,5.87,20.62
2007-03-22,0,2.85,6.88,20.84
2007-03-23,0,1.69,4.94,19.41
2007-03-24,0,0.2,6.63,21.43
2007-03-25,0,1.19,6.98,20.99
2007-03-26,0,0.22,6.47,21.02
2007-03-27,0,0.02,7.14,21.33
2007-03-28,0,1.59,6.35,21.22
2007-03-29,0,0.12,6.28,21.02
2007-03-30,0,0.04,7.03,22.26
2007-03-31,0,0.01,7.19,22.72
2007-04-01,0,0.07,7.72,22.89
2007-04-02,0,0,8.68,22.85
2007-04-03,0,0.38,7.53,22.34
2007-04-04,0,1.21,6.59,21.44
2007-04-05,0,0.07,6.46,21.46
2007-04-06,0,0.09,6.44,22.11
2007-04-07,0,0.01,6.66,22.56
2007-04-08,0,0.12,7.13,22.4
2007-04-09,0,0.22,6.98,21.93
2007-04-10,0,0.39,6.75,21.52
2007-04-11,0,0.38,6.67,21.18
2007-04-12,0,0,7.15,20.38
2007-04-13,0,1.42,6.3,19.23
2007-04-14,0,0.8,6.08,20.29
2007-04-15,0,0.4,7.25,20.9
2007-04-16,0,0.82,5.88,19.68
2007-04-17,0,0.01,6.82,20.55
2007-04-18,0,0.56,6.08,20.38
2007-04-19,0,2.78,5.59,20.05
2007-04-20,0,0.52,5.82,19.05
2007-04-21,0,1.44,5.07,19.5
2007-04-22,0,0.04,6.17,20.9
2007-04-23,0,0,6.63,21.46
2007-04-24,0,0.86,6.73,21.95
2007-04-25,0,0.51,5.62,20.73
2007-04-26,0,0,6.85,19.51
2007-04-27,0,0,6.4,15.52
2007-04-28,0,0,6.11,15.08
2007-04-29,0,0,7.21,16.87
2007-04-30,0,0,7.33,18.87
2007-05-01,0,0,7.15,19.51
2007-05-02,0,0,5.94,19.62
2007-05-03,0,0,6.92,20.07
2007-05-04,0,0,6.95,19.57
2007-05-05,0,0,7.86,19.48
2007-05-06,0,0,8.32,18.6
2007-05-07,0,0,7.3,17.54
2007-05-08,0,0,5.63,17.38
2007-05-09,0,0,6.68,17.44
2007-05-10,0,0,8.06,17.98
2007-05-11,0,0,9.14,18.75
2007-05-12,0,0.22,8.24,19.31
2007-05-13,0,0,7.12,19.12
2007-05-14,0,0,5.89,17.45
2007-05-15,0,0,5.72,17.13
2007-05-16,0,0,5.73,18.05
2007-05-17,0,0,5.73,19.3
2007-05-18,0,0.02,6.35,18.85
2007-05-19,0,0,6.36,18.04
2007-05-20,0,0,5.54,13.51
2007-05-21,0,0,4.81,10.93
2007-05-22,0,0,6.75,10.51
2007-05-23,0,0,7.05,13.05
2007-05-24,0,0,5.74,14.54
2007-05-25,0,0,5.45,15.21
2007-05-26,0,0,5.52,15.76
2007-05-27,0,0,6.63,15.93
2007-05-28,0,0,6.9,15.17
2007-05-29,0,0,6.18,14.83
2007-05-30,0,0,4.77,13.9
2007-05-31,0,0,4.31,14.33
2007-06-01,0,0,4.66,14.33
2007-06-02,0,0,6.16,15.4
2007-06-03,0,0,7.32,16.69
2007-06-04,0,0,4.77,12.27
2007-06-05,0,0,4,7.39
2007-06-06,0,0,3.22,7.06
2007-06-07,0,0,3.88,9.16
2007-06-08,0,0,3.84,9.54
2007-06-09,0,0,4.11,10.83
2007-06-10,0,0,4.14,10.7
2007-06-11,0,0,3.99,11.89
2007-06-12,0,0,4.54,14.16
2007-06-13,0,0,4.57,15.3
2007-06-14,0,0,3.75,14.3
2007-06-15,0,0,5.17,12.8
2007-06-16,0,0,5.9,14.64
2007-06-17,0,0,5.12,13.52
2007-06-18,0,0,5.01,13.37
2007-06-19,0,0,5.49,13.08
2007-06-20,0,0,5.36,13.48
2007-06-21,0,0,5.82,13.15
2007-06-22,0,0,5.95,12.78
2007-06-23,0,0,5.6,13.26
2007-06-24,0,0,5.62,13.6
2007-06-25,0,0,5.62,12.32
2007-06-26,0,0,3.4,9.91
2007-06-27,0,0,5.03,10.66
2007-06-28,0,0,4.57,12.44
2007-06-29,0,0,4.4,13.09
2007-06-30,0,0,4.11,11.81
2007-07-01,0,0,6.18,10.05
2007-07-02,0,0,5.76,10.21
2007-07-03,0,0,5.4,11.29
2007-07-04,0,0,4.86,11.45
2007-07-05,0,0,5.09,10.75
2007-07-06,0,0,4.75,11.25
2007-07-07,0,0,4.2,11.85
2007-07-08,0,0,5.34,12.14
2007-07-09,0,0,6.07,13.56
2007-07-10,0,0,5.92,12.98
2007-07-11,0,0,4.33,12.75
2007-07-12,0,0,5.7,13.79
2007-07-13,0,0,7.65,14.63
2007-07-14,0,0,8.2,15.14
2007-07-15,0,0,6.17,14.15
2007-07-16,0,0,5.17,13.57
2007-07-17,0,0,4.75,13.71
2007-07-18,0,0,4.99,13.74
2007-07-19,0,0,5,14.03
2007-07-20,0,0,4.5,14.25
2007-07-21,0,0,4.55,14.62
2007-07-22,0,0,5.51,15.41
2007-07-23,0,0,4.94,14.61
2007-07-24,0,0,4.72,14.44
2007-07-25,0,0,4.53,14
2007-07-26,0,0,5,13.3
2007-07-27,0,0,5.15,13.05
2007-07-28,0,0,4.71,12.31
2007-07-29,0,0,3.99,14.06
2007-07-30,0,0,6.39,14.26
2007-07-31,0,0,6.56,14.73
2007-08-01,0,0,6.34,14.83
2007-08-02,0,0,6.04,14.84
2007-08-03,0,0,4.94,14.83
2007-08-04,0,0,5.71,14.91
2007-08-05,0,0,6.61,16.43
2007-08-06,0,0,6.18,14.94
2007-08-07,0,0,5.96,10.82
2007-08-08,0,0,6.66,12.91
2007-08-09,0,0,6.4,14.63
2007-08-10,0,0,5.68,14.74
2007-08-11,0,0,5.04,15.16
2007-08-12,0,0,5.6,15.14
2007-08-13,0,0,6.2,15.26
2007-08-14,0,0,5.77,14.41
2007-08-15,0,0,4.77,12.75
2007-08-16,0,0,6.67,12.45
2007-08-17,0,0,5.95,14.96
2007-08-18,0,0,6.84,16.14
2007-08-19,0,0,6.45,17.27
2007-08-20,0,0,6.76,18.16
2007-08-21,0,0,6.15,18.34
2007-08-22,0,0,7.58,18.33
2007-08-23,0,0,5.69,16.9
2007-08-24,0,0,8.44,10.74
2007-08-25,0,0,6.8,14.86
2007-08-26,0,0,7.06,16.89
2007-08-27,0,0,5.38,18.22
2007-08-28,0,0,6.09,17.54
2007-08-29,0,0,6.84,19.9
2007-08-30,0,0,6.75,20.54
2007-08-31,0,0,6.61,20.49
2007-09-01,0,0,6.75,20.33
2007-09-02,0,0,7.2,21.03
2007-09-03,0,0,8.02,21.12
2007-09-04,0,0,7.28,20.58
2007-09-05,0,0,6.71,20.41
2007-09-06,0,0,7.29,20.57
2007-09-07,0,0,7.25,19.76
2007-09-08,0,0,7.21,19.52
2007-09-09,0,0,7.03,20.38
2007-09-10,0,0,7.57,20.76
2007-09-11,0,0,7.02,21.52
2007-09-12,0,0,8.27,21.59
2007-09-13,0,0,10.81,22.67
2007-09-14,0,0,11.3,23.77
2007-09-15,0,0,8.6,21.14
2007-09-16,0,0,7.86,21.67
2007-09-17,0,0,9.93,23.52
2007-09-18,0,0.05,8.87,23.46
2007-09-19,0,0,10.32,23.41
2007-09-20,0,0,8.71,22.61
2007-09-21,0,0,7.56,22.19
2007-09-22,0,0,8.67,22.14
2007-09-23,0,0,9.26,20.74
2007-09-24,0,0,8.41,20.55
2007-09-25,0,0,7.99,20.97
2007-09-26,0,0,8.9,18.34
2007-09-27,0,0,7.08,16.06
2007-09-28,0,0,7.54,17.23
2007-09-29,0,0,8.33,20.18
2007-09-30,0,0,9.52,20.98
2007-10-01,0,0,7.78,19.27
2007-10-02,0,0,7.57,18.73
2007-10-03,0,0,7.78,16.34
2007-10-04,0,0,8.26,17.26
2007-10-05,0,0,8,16.93
2007-10-06,0,0,7.08,15.55
2007-10-07,0,0,7.08,14.34
2007-10-08,0,0,7.14,11.45
2007-10-09,0,0,10.68,12.89
2007-10-10,0,0,10.09,18.05
2007-10-11,0,0,10.51,21.32
2007-10-12,0,0,8.76,22.35
2007-10-13,0,0.03,8.61,22.81
2007-10-14,0,0.1,9.05,22.81
2007-10-15,0,0,9.82,24.02
2007-10-16,0,0.11,9.02,25.01
2007-10-17,0,0.22,10,25.58
2007-10-18,0,0.1,9.62,24.76
2007-10-19,0,0.07,10.16,25.07
2007-10-20,0,0.53,8.97,24.04
2007-10-21,0.02,0.16,8.51,23.61
2007-10-22,0,0.54,7.77,22.35
2007-10-23,0,0,9.1,21.82
2007-10-24,0,0,10.52,21.81
2007-10-25,0,0,9.58,21.65
2007-10-26,0,0,8.66,20.33
2007-10-27,0,0,8.93,20.38
2007-10-28,0,0.01,9.09,22.07
2007-10-29,0,1.91,7.75,21.71
2007-10-30,0,3.18,7.35,20.72
2007-10-31,0,0.53,7.32,21.06
2007-11-01,0,0.07,7.79,22.6
2007-11-02,0,0,8.49,23.42
2007-11-03,0,0,9.53,22.92
2007-11-04,0,0,8.97,19.59
